Item Item DOI,question_text
10.21019/qna-901526,"If 100 mL of water is added to 15 mL of an aqueous drug solution, what will be the volume of this new solution that will contain 10 mL of the drug solution?"
10.21019/qna-901527,"Children’s cough syrup contains 100 mg of ibuprofen per teaspoonful. If the patient consumes 5 mL of the medication two times daily, how many grams of medication will be consumed by the patient in 2 days?"
10.21019/qna-901528,An antacid suspension contains 1 grain of the active ingredient in each fluid ounce of the preparation. How many milliliters contain 200 mg of the active ingredient?
10.21019/qna-901529,Calculate the minimum amount that can be weighed on a prescription balance with a 10 mg sensitivity requirement with a ±5% error limit allowed.
10.21019/qna-901530,Mix 50% and 10% solutions in a __________ ratio to prepare a 30% solution?
10.21019/qna-901531,_________ mg of diphenhydramine hydrochloride is required to prepare 300 mL of a 60 mg% solution.
10.21019/qna-901532,1.3 g of glucose are contained in 50 mL of ____% w/w glucose solution having a specific gravity of 1.040?
10.21019/qna-901533,Calculate the percentage (% w/w) of efavirenz in the following preparation to be reconstituted into water to make a suspension.
10.21019/qna-901534,Calculate the volume of stock solution of flurbiprofen sodium 1:100 w/v that will be required to compound the following prescription?
10.21019/qna-901535,Calculate the quantity of hydrocarbon base required to be mixed with 250 g of 5% and 750 g of 15% sulfur ointments to prepare a sulfur ointment with 10% strength.
10.21019/qna-901536,"A pharmacist decides to compound 10% benzocaine ointment. The ratio in which 1%, 5% and 15%, ointment should be mixed to prepare 10% hydrocortisone ointment is"
10.21019/qna-901537,"If equal portions of 1% and 5% hydrocortisone ointment are mixed uniformly, calculate the final percentage strength of the hydrocortisone ointment prepared."
10.21019/qna-901538,"A 63-year-old cisgender man weighing 180 pounds and 160 centimeters tall is to receive a loading dose of aminophylline at 5.6 mg/kg ideal body weight. Calculate the volume of aminophylline injection, USP 250 mg (25 mg/mL) required to dispense the loading dose for this patient."
10.21019/qna-901539,"Today UM weighs 112 lb, but 2 years ago he weighed 85 kg. What percentage of his body weight has UM lost or gained?"
10.21019/qna-901540,Which of the following are considered micronutrients? a. Amino acids b. Trace minerals c. Electrolytes d. Dextrose e. Fats f. Vitamins
10.21019/qna-901541,"Calculate the caloric needs, using the Harris Benedict equation, for an 18-year-old male with mild trauma. He is 5’9” tall and weighs 58.8 kilograms."
10.21019/qna-901542,Calculate the disintegration constant of a radioactive element 64Cu (half-life = 12.8 hours).
10.21019/qna-901543,"Jaclyn, a 33-year-old female who is 5’2” and weighs 137 pounds, has been admitted to the intensive care unit in severe stress after suffering burns to >50% of her body in a house fire. Jaclyn needs ~2,775 calories per day. Calculate the CALORIES that should come from carbohydrates if the hospital pharmacy has following solutions to compound total parenteral nutrition (TPN). 10% amino acid solution 500 mL of 20% fat emulsion 50% dextrose solution"
10.21019/qna-901544,"Jaclyn, a 33-year-old female who is 5’2” and weighs 137 pounds, has been admitted to the intensive care unit in severe stress after suffering burns to >50% of her body in a house fire. Jaclyn needs ~2,775 calories per day. Calculate the amount of protein in grams that will be needed for compound the total parenteral nutrition (TPN) for Jaclyn. 10% amino acid solution 500 mL of 20% fat emulsion 50% dextrose solution"
10.21019/qna-901545,"MVE, a 51-year-old cisgender man weighing 132 lb with liver disease, is being started on an octreotide drip for variceal bleeding. The drip is set at 50 μg/hr and contains 25 mg of octreotide in 100 mL of normal saline solution. Calculate the infusion rate in mL/hr."
10.21019/qna-901546,A pharmacist has 200 mL of 20% dextrose solution and 300 mL of 15% dextrose solution. Calculate the concentration of dextrose in the resulting solution if the pharmacist mixed one-half of each solution.
10.21019/qna-901547,How many milliliters of water must be added to 500 g of 34% w/w alcohol to make 17% w/w alcohol? (Assume no contraction of alcohol occurs.)
10.21019/qna-901548,A solution contains 0.20 mEq/mL of mono-potassium phosphate (KH2PO4; M.W = 136 g/mol). Calculate the osmolarity of this solution (mOsmol/L).
10.21019/qna-901549,"Determine if 10 mL 10% w/v solution of dextrose (E dextrose = 0.16) solution in water is isotonic, hypertonic, or hypotonic."
10.21019/qna-901550,"A neonate weighing 3 lb 8 oz is receiving an infusion of D5W at a rate of 75 mL/kg/day. How much volume, in mLs, is the neonate receiving per day? (16 ounces = 1 pound)"
10.21019/qna-901551,"The label information for a 75 mL bottle of amoxicillin/clavulanate 125 mg/5 mL says to add 67 mL purified water to the bottle of powder to create 75 mL of amoxicillin/clavulanate suspension. The patient is instructed to take 112.5 mg twice a day for 7 days. If 80 mL of purified water was accidentally added to the amoxicillin/clavulanate bottle, what volume of the suspension (mL) would the patient need to take per single dose?"
10.21019/qna-901552,"Calculate the amount of boric acid in grams that is required to compound 30 mL of a 1% w/v pilocarpine hydrochloride ophthalmic solution isotonic. (EPilocarpine HCl = 0.24, EBoric acid = 0.52)"
10.21019/qna-901553,"Calculate the BMI for a patient who is 5’1” and weighs 56.3 kilograms. Determine if the patient is underweight, normal weight, overweight, or obese."
10.21019/qna-901554,Calculate the molar concentration of 2% calcium chloride solution (M.W CaCl2= 110.98 g/mol)
10.21019/qna-901555,"A 210 lb patient was hospitalized and was identified as a high bleeding risk patient with a partial thromboplastin time (PTT) value of 55. The patient should be administered with heparin according to the sample protocol given below. Sample heparin protocol* Heparin is available as a 30,000 USP units/30mL in a 30 mL multi-dose vial. For infusion heparin is available as 25,000 units of heparin in 500 mL dextrose 5% in water (D5W) bags. Based on the above protocol, calculate the rate of heparin infusion in drops/min if the I.V. set is adjusted to deliver 20 drops per milliliter for this patient."
10.21019/qna-901556,"There is an amoxicillin oral suspension 125 mg/5mL suspension. When reconstituted with water, each 5 mL (one teaspoon) will contain amoxicillin trihydrate equivalent to 125 mg of amoxicillin. Sig: 1 tsp PO q 12 hr x 10 days Calculate the volume of this amoxicillin oral suspension that will be consumed by the patient by the end of 10 days of dosing."
